player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Brock Osweiler,7059,QB,1,DEN,58,51,35,68.6,308,6.0,0,0,65.1,63.8,63.1,38.4,5,2,4,2,1,84.4,2,16,2015,14
Matthew Stafford,4924,QB,1,DET,51,46,30,65.2,245,5.3,2,1,49.8,48.1,66.4,80.7,4,0,3,3,0,84.1,1,14,2015,14
Philip Rivers,1725,QB,1,SD,49,43,24,55.8,263,6.1,0,1,59.7,62.3,55.3,80.3,5,0,3,4,1,64.4,1,12,2015,14
Drew Brees,802,QB,1,NO,43,41,31,75.6,312,7.6,2,0,83.4,84.3,57.0,80.6,2,1,0,3,0,113.1,0,16,2015,14
Ryan Tannehill,7014,QB,1,MIA,42,41,25,61.0,236,5.8,1,0,65.3,63.9,63.6,80.4,1,0,2,1,1,85.0,0,10,2015,14
Jimmy Clausen,5573,QB,1,BLT,41,40,23,57.5,274,6.9,0,1,54.6,55.2,60.0,79.8,1,0,0,3,2,68.1,0,13,2015,14
Marcus Mariota,9435,QB,1,TEN,46,39,21,53.8,274,7.0,0,1,51.4,49.3,55.9,31.7,5,1,4,0,0,65.5,2,13,2015,14
Ben Roethlisberger,1732,QB,1,PIT,42,39,30,76.9,282,7.2,0,1,79.1,76.5,63.3,79.5,2,0,0,1,0,85.6,1,14,2015,14
Sam Bradford,5526,QB,1,PHI,40,38,23,60.5,247,6.5,1,1,84.0,84.3,55.3,79.9,1,0,1,2,1,77.4,1,11,2015,14
Teddy Bridgewater,8667,QB,1,MIN,40,36,25,69.4,335,9.3,1,0,65.1,65.0,58.3,79.3,3,0,0,4,0,108.0,1,17,2015,14
Tyrod Taylor,6332,QB,1,BUF,44,36,19,52.8,268,7.4,1,1,72.5,70.1,67.1,80.2,1,3,1,2,0,74.8,7,14,2015,14
Ryan Fitzpatrick,2467,QB,1,NYJ,39,36,21,58.3,263,7.3,3,0,54.2,53.4,59.3,79.1,1,3,2,1,1,108.9,2,14,2015,14
Aaron Rodgers,2241,QB,1,GB,39,35,22,62.9,218,6.2,2,0,70.1,67.3,67.5,79.7,2,0,2,4,0,99.5,2,15,2015,14
Carson Palmer,1317,QB,1,ARZ,38,35,25,71.4,310,8.9,2,0,67.2,67.6,54.9,79.3,2,0,1,1,0,117.6,1,17,2015,14
Matt Hasselbeck,408,QB,1,IND,39,35,18,51.4,252,7.2,0,0,70.1,66.8,65.9,79.0,3,3,0,2,0,74.9,1,10,2015,14
Matt Ryan,4317,QB,1,ATL,37,34,22,64.7,224,6.6,0,1,46.9,47.1,60.0,21.3,3,0,2,1,1,71.2,0,10,2015,14
Jameis Winston,9434,QB,1,TB,36,33,19,57.6,178,5.4,1,0,70.6,68.3,66.2,79.1,1,1,5,0,0,82.6,2,9,2015,14
Russell Wilson,7077,QB,1,SEA,33,32,23,71.9,292,9.1,5,0,92.2,91.8,63.3,78.1,0,0,4,0,0,139.6,1,17,2015,14
